timestamp,t_agua_entrada_C,t_agua_saida_C,vazao_agua_m3h,corrente_compressor_A,pressao_evap_bar
2026-07-06 14:07:00,12.25,7.1,148.6,183.3,3.47
2026-07-06 14:07:01,12.01,7.13,148.3,180.5,3.5
2026-07-06 14:07:02,12.01,7.04,151.2,183.1,3.54
2026-07-06 14:07:03,12.01,7.06,151.1,180.9,3.42
2026-07-06 14:07:04,12.37,6.96,150.7,191.4,3.57
2026-07-06 14:07:05,11.78,6.81,149.9,183.7,3.52
2026-07-06 14:07:06,11.9,6.86,148.9,184.3,3.58
2026-07-06 14:07:07,11.97,7.01,149.6,182.8,3.44
2026-07-06 14:07:08,12.12,7.11,151.5,185.2,3.46
2026-07-06 14:07:09,12.21,6.97,148.9,186.4,3.44
2026-07-06 14:07:10,11.8,7.18,149.9,175.0,3.51
2026-07-06 14:07:11,12.12,7.04,151.8,183.6,3.56
2026-07-06 14:07:12,11.91,7.05,150.0,181.9,3.56
2026-07-06 14:07:13,11.84,7.1,151.4,177.7,3.43
2026-07-06 14:07:14,11.93,7.02,150.3,176.8,3.54
2026-07-06 14:07:15,11.9,7.05,151.9,182.5,3.46
2026-07-06 14:07:16,11.91,6.93,148.2,183.3,3.46
2026-07-06 14:07:17,12.1,7.1,149.6,180.5,3.48
2026-07-06 14:07:18,11.78,7.15,150.1,176.0,3.55
2026-07-06 14:07:19,11.91,7.11,151.1,179.6,3.44
2026-07-06 14:07:20,12.18,7.13,147.9,180.8,3.48
2026-07-06 14:07:21,12.13,7.14,149.8,183.4,3.51
2026-07-06 14:07:22,11.98,7.01,149.3,179.9,3.44
2026-07-06 14:07:23,11.89,7.0,150.2,182.2,3.51
2026-07-06 14:07:24,12.17,7.04,151.4,185.8,3.47
2026-07-06 14:07:25,11.78,7.11,150.6,175.6,3.46
2026-07-06 14:07:26,11.94,7.04,151.3,180.6,3.49
2026-07-06 14:07:27,11.9,6.95,152.3,183.2,3.54
2026-07-06 14:07:28,11.69,7.09,150.0,176.1,3.47
2026-07-06 14:07:29,11.96,7.0,147.1,181.4,3.52
2026-07-06 14:07:30,12.13,7.1,148.3,181.4,3.44
2026-07-06 14:07:31,12.06,6.97,150.9,182.1,3.48
2026-07-06 14:07:32,11.97,6.93,150.9,184.0,3.51
2026-07-06 14:07:33,12.21,6.88,150.7,187.6,3.51
2026-07-06 14:07:34,12.14,7.08,151.4,184.7,3.49
2026-07-06 14:07:35,12.19,6.81,149.3,188.6,3.56
2026-07-06 14:07:36,11.8,6.96,149.5,180.9,3.58
2026-07-06 14:07:37,11.93,7.03,149.4,180.1,3.45
2026-07-06 14:07:38,11.97,7.04,149.6,182.7,3.44
2026-07-06 14:07:39,12.04,7.04,149.8,181.5,3.46
2026-07-06 14:07:40,11.85,7.04,149.1,177.9,3.51
2026-07-06 14:07:41,11.77,6.87,150.5,181.1,3.51
2026-07-06 14:07:42,12.04,6.79,149.0,185.7,3.53
2026-07-06 14:07:43,12.24,6.93,150.0,186.8,3.5
2026-07-06 14:07:44,11.82,7.03,150.9,180.6,3.47
2026-07-06 14:07:45,12.05,6.99,152.1,184.6,3.6
2026-07-06 14:07:46,11.82,7.06,151.0,179.1,3.54
2026-07-06 14:07:47,12.0,7.11,151.5,182.1,3.51
2026-07-06 14:07:48,11.98,7.11,151.2,181.6,3.47
2026-07-06 14:07:49,12.1,7.04,149.5,183.0,3.51
2026-07-06 14:07:50,11.9,7.05,150.9,182.4,3.44
2026-07-06 14:07:51,12.02,6.98,150.0,182.2,3.54
2026-07-06 14:07:52,11.9,6.91,152.0,184.7,3.53
2026-07-06 14:07:53,11.76,7.15,150.9,178.3,3.4
2026-07-06 14:07:54,11.96,6.98,149.0,182.8,3.48
2026-07-06 14:07:55,12.23,6.98,149.0,188.5,3.47
2026-07-06 14:07:56,12.02,6.93,149.7,183.5,3.47
2026-07-06 14:07:57,12.2,6.97,149.7,186.5,3.46
2026-07-06 14:07:58,12.38,6.91,151.3,191.7,3.49
2026-07-06 14:07:59,11.89,6.89,148.9,181.8,3.52
2026-07-06 14:08:00,12.12,6.94,147.2,183.9,3.45
2026-07-06 14:08:01,12.27,7.04,149.6,186.1,3.47
2026-07-06 14:08:02,12.09,6.83,149.4,184.8,3.45
2026-07-06 14:08:03,11.89,7.04,148.3,178.6,3.49
2026-07-06 14:08:04,12.15,7.03,150.2,182.7,3.51
2026-07-06 14:08:05,12.08,7.01,150.3,182.2,3.55
2026-07-06 14:08:06,11.95,7.0,150.7,183.9,3.47
2026-07-06 14:08:07,11.95,6.92,149.2,183.8,3.5
2026-07-06 14:08:08,12.08,6.95,148.9,184.6,3.57
2026-07-06 14:08:09,11.87,7.03,149.8,182.4,3.51
2026-07-06 14:08:10,12.16,7.05,148.4,180.9,3.48
2026-07-06 14:08:11,11.95,7.15,149.8,179.8,3.53
2026-07-06 14:08:12,12.32,7.13,149.5,184.7,3.42
2026-07-06 14:08:13,12.01,7.1,148.8,178.0,3.48
2026-07-06 14:08:14,12.24,7.2,150.1,182.6,3.55
2026-07-06 14:08:15,11.89,6.96,150.5,187.2,3.55
2026-07-06 14:08:16,12.02,7.02,149.0,178.9,3.52
2026-07-06 14:08:17,11.94,6.93,148.5,183.3,3.47
2026-07-06 14:08:18,11.83,6.91,150.2,179.7,3.47
2026-07-06 14:08:19,12.02,6.88,151.5,185.6,3.47
2026-07-06 14:08:20,12.03,6.99,148.8,181.3,3.5
2026-07-06 14:08:21,11.93,7.16,148.0,179.4,3.51
2026-07-06 14:08:22,12.11,7.06,150.3,184.4,3.55
2026-07-06 14:08:23,12.13,7.14,150.2,178.9,3.51
2026-07-06 14:08:24,11.69,7.09,150.8,175.9,3.53
2026-07-06 14:08:25,11.98,7.01,148.6,180.7,3.4
2026-07-06 14:08:26,12.18,6.85,150.1,189.3,3.47
2026-07-06 14:08:27,11.92,7.01,150.2,181.8,3.5
2026-07-06 14:08:28,11.87,6.92,151.2,184.8,3.44
2026-07-06 14:08:29,12.24,6.98,149.9,186.7,3.49
2026-07-06 14:08:30,11.79,7.03,151.0,178.9,3.48
2026-07-06 14:08:31,12.11,7.04,149.7,181.8,3.5
2026-07-06 14:08:32,12.06,6.87,149.0,183.6,3.53
2026-07-06 14:08:33,11.97,6.98,150.0,183.9,3.53
2026-07-06 14:08:34,12.03,6.89,149.4,187.6,3.47
2026-07-06 14:08:35,12.06,6.93,151.6,184.6,3.48
2026-07-06 14:08:36,12.17,6.94,148.9,185.5,3.48
2026-07-06 14:08:37,12.18,7.0,150.5,185.2,3.53
2026-07-06 14:08:38,11.97,7.12,150.9,180.4,3.5
2026-07-06 14:08:39,12.07,6.97,149.1,184.6,3.52
2026-07-06 14:08:40,11.94,6.96,149.0,183.9,3.59
2026-07-06 14:08:41,12.04,7.04,149.6,183.4,3.5
2026-07-06 14:08:42,11.98,6.9,151.5,184.3,3.48
2026-07-06 14:08:43,12.15,6.94,149.4,185.9,3.52
2026-07-06 14:08:44,12.03,7.17,150.1,179.7,3.55
2026-07-06 14:08:45,11.84,7.05,150.7,180.2,3.58
2026-07-06 14:08:46,12.07,7.09,149.4,182.2,3.5
2026-07-06 14:08:47,12.15,6.94,148.4,184.3,3.51
2026-07-06 14:08:48,11.85,7.15,149.2,178.7,3.52
2026-07-06 14:08:49,12.01,6.99,152.6,183.8,3.52
2026-07-06 14:08:50,11.97,7.0,148.1,183.5,3.46
2026-07-06 14:08:51,11.94,6.91,149.9,181.8,3.49
2026-07-06 14:08:52,12.22,6.91,148.3,188.1,3.53
2026-07-06 14:08:53,12.05,6.98,149.1,182.8,3.47
2026-07-06 14:08:54,11.93,7.01,151.4,180.6,3.51
2026-07-06 14:08:55,11.95,7.08,151.0,182.6,3.53
2026-07-06 14:08:56,12.01,7.17,150.4,181.0,3.57
2026-07-06 14:08:57,11.76,6.93,149.1,179.3,3.51
2026-07-06 14:08:58,11.74,6.94,149.4,178.4,3.41
2026-07-06 14:08:59,11.8,6.93,147.4,177.3,3.46
2026-07-06 14:09:00,11.83,7.0,151.6,179.5,3.47
2026-07-06 14:09:01,11.84,6.96,150.0,180.2,3.44
2026-07-06 14:09:02,11.65,6.9,150.1,177.8,3.46
2026-07-06 14:09:03,12.04,7.09,148.5,182.7,3.43
2026-07-06 14:09:04,12.17,6.99,149.7,182.3,3.49
2026-07-06 14:09:05,12.05,7.06,152.7,184.4,3.47
2026-07-06 14:09:06,11.94,7.0,150.0,181.1,3.55
2026-07-06 14:09:07,12.2,7.1,151.3,183.7,3.49
2026-07-06 14:09:08,12.07,7.02,149.7,181.1,3.54
2026-07-06 14:09:09,12.01,6.83,149.9,185.0,3.46
2026-07-06 14:09:10,11.9,6.96,149.0,178.9,3.4
2026-07-06 14:09:11,11.65,6.92,150.5,177.1,3.52
2026-07-06 14:09:12,11.95,6.9,149.4,183.2,3.53
2026-07-06 14:09:13,11.81,7.12,149.5,176.7,3.45
2026-07-06 14:09:14,12.01,6.87,148.5,183.2,3.46
2026-07-06 14:09:15,11.99,6.98,149.2,181.6,3.51
2026-07-06 14:09:16,12.22,6.87,149.4,186.8,3.49
2026-07-06 14:09:17,12.13,6.9,149.2,184.0,3.49
2026-07-06 14:09:18,11.69,7.0,149.7,176.6,3.47
2026-07-06 14:09:19,11.79,7.03,149.8,178.3,3.5
2026-07-06 14:09:20,12.02,6.96,150.7,184.4,3.43
2026-07-06 14:09:21,11.95,6.9,148.4,183.3,3.47
2026-07-06 14:09:22,12.04,6.93,149.7,185.7,3.34
2026-07-06 14:09:23,11.99,6.9,149.3,184.8,3.44
2026-07-06 14:09:24,12.03,7.13,150.2,182.2,3.56
2026-07-06 14:09:25,11.8,7.02,149.0,178.7,3.49
2026-07-06 14:09:26,11.97,7.15,152.1,184.7,3.53
2026-07-06 14:09:27,11.83,6.97,151.3,181.5,3.49
2026-07-06 14:09:28,11.99,7.06,150.7,179.7,3.48
2026-07-06 14:09:29,12.23,7.06,149.8,183.5,3.55
2026-07-06 14:09:30,11.88,7.22,150.0,178.5,3.52
2026-07-06 14:09:31,12.16,6.79,148.9,186.9,3.43
2026-07-06 14:09:32,11.78,6.98,150.0,181.0,3.48
2026-07-06 14:09:33,12.36,6.91,150.5,188.6,3.46
2026-07-06 14:09:34,12.15,6.96,149.1,185.4,3.49
2026-07-06 14:09:35,12.13,7.13,149.6,183.5,3.55
2026-07-06 14:09:36,11.73,7.02,148.8,176.2,3.52
2026-07-06 14:09:37,12.16,7.02,148.3,184.0,3.41
2026-07-06 14:09:38,12.14,6.86,149.0,187.5,3.54
2026-07-06 14:09:39,11.96,6.91,147.6,180.1,3.56
2026-07-06 14:09:40,11.98,6.87,149.2,184.6,3.46
2026-07-06 14:09:41,12.1,6.95,151.2,186.2,3.51
2026-07-06 14:09:42,12.05,7.01,148.2,184.9,3.57
2026-07-06 14:09:43,12.13,7.1,147.9,183.3,3.44
2026-07-06 14:09:44,11.94,7.13,149.7,178.3,3.52
2026-07-06 14:09:45,11.93,7.09,149.4,178.6,3.5
2026-07-06 14:09:46,12.33,7.01,149.9,188.8,3.41
2026-07-06 14:09:47,11.88,7.14,150.2,178.3,3.47
2026-07-06 14:09:48,12.3,7.12,149.6,186.0,3.47
2026-07-06 14:09:49,12.04,6.92,151.3,183.8,3.48
2026-07-06 14:09:50,11.95,6.98,149.8,182.9,3.56
2026-07-06 14:09:51,11.96,7.16,150.3,179.5,3.44
2026-07-06 14:09:52,12.09,7.2,150.8,181.9,3.58
2026-07-06 14:09:53,11.99,7.0,147.5,180.2,3.56
2026-07-06 14:09:54,11.83,6.88,151.1,183.8,3.53
2026-07-06 14:09:55,11.91,7.07,150.3,179.5,3.45
2026-07-06 14:09:56,12.16,7.14,150.6,181.5,3.59
2026-07-06 14:09:57,12.17,6.88,148.7,187.4,3.54
2026-07-06 14:09:58,11.96,7.04,151.4,183.4,3.46
2026-07-06 14:09:59,11.98,6.97,151.0,183.7,3.52
2026-07-06 14:10:00,12.17,7.04,151.4,186.7,3.46
2026-07-06 14:10:01,11.85,7.19,148.3,175.8,3.46
2026-07-06 14:10:02,12.04,7.07,150.1,182.6,3.58
2026-07-06 14:10:03,12.01,7.06,152.3,185.6,3.59
2026-07-06 14:10:04,12.14,7.02,149.0,184.5,3.49
2026-07-06 14:10:05,11.7,6.95,150.4,178.0,3.5
2026-07-06 14:10:06,12.06,7.06,150.0,182.9,3.59
2026-07-06 14:10:07,11.95,7.08,150.5,182.3,3.43
2026-07-06 14:10:08,11.85,7.12,152.0,179.4,3.47
2026-07-06 14:10:09,11.87,7.0,149.6,179.6,3.49
2026-07-06 14:10:10,12.12,7.08,150.3,182.3,3.41
2026-07-06 14:10:11,12.14,6.95,149.8,186.4,3.5
2026-07-06 14:10:12,11.71,6.89,149.8,179.6,3.55
2026-07-06 14:10:13,12.41,7.0,150.8,187.3,3.49
2026-07-06 14:10:14,12.27,7.06,147.2,186.1,3.6
2026-07-06 14:10:15,12.09,6.93,148.5,184.8,3.49
2026-07-06 14:10:16,11.83,7.02,149.1,180.5,3.42
2026-07-06 14:10:17,11.94,6.85,150.7,184.8,3.51
2026-07-06 14:10:18,11.97,6.95,151.0,185.1,3.47
2026-07-06 14:10:19,11.63,6.83,151.7,180.8,3.49
2026-07-06 14:10:20,12.17,6.97,151.1,184.5,3.44
2026-07-06 14:10:21,11.87,7.1,149.2,175.9,3.47
2026-07-06 14:10:22,11.65,6.87,150.4,180.7,3.41
2026-07-06 14:10:23,12.03,6.96,149.2,184.2,3.6
2026-07-06 14:10:24,12.02,7.02,148.3,182.3,3.46
2026-07-06 14:10:25,12.15,7.1,150.5,180.9,3.44
2026-07-06 14:10:26,12.09,7.09,150.2,181.6,3.48
2026-07-06 14:10:27,11.92,6.99,150.8,180.8,3.53
2026-07-06 14:10:28,11.9,7.13,150.2,177.2,3.47
2026-07-06 14:10:29,11.98,6.99,151.4,181.3,3.48
2026-07-06 14:10:30,11.67,6.91,150.1,179.1,3.55
2026-07-06 14:10:31,11.92,6.98,150.1,181.2,3.49
2026-07-06 14:10:32,11.99,6.88,149.8,184.1,3.57
2026-07-06 14:10:33,12.13,7.11,151.3,182.1,3.54
2026-07-06 14:10:34,12.13,6.95,149.0,185.7,3.54
2026-07-06 14:10:35,12.05,7.0,149.8,186.0,3.57
2026-07-06 14:10:36,11.97,6.91,150.4,185.5,3.65
2026-07-06 14:10:37,12.24,7.21,149.3,183.5,3.43
2026-07-06 14:10:38,12.02,6.9,150.2,184.5,3.54
2026-07-06 14:10:39,11.88,7.01,151.0,182.8,3.42
2026-07-06 14:10:40,12.25,7.14,150.4,185.6,3.58
2026-07-06 14:10:41,11.84,6.86,151.4,184.5,3.49
2026-07-06 14:10:42,11.88,7.03,149.7,181.6,3.48
2026-07-06 14:10:43,12.24,7.15,148.5,182.1,3.52
2026-07-06 14:10:44,12.13,6.94,149.1,184.9,3.44
2026-07-06 14:10:45,11.98,6.86,148.6,183.8,3.56
2026-07-06 14:10:46,11.94,6.85,148.9,182.4,3.53
2026-07-06 14:10:47,12.09,7.1,152.3,183.4,3.54
2026-07-06 14:10:48,11.96,7.18,149.5,179.3,3.58
2026-07-06 14:10:49,11.98,7.15,149.4,179.5,3.5
2026-07-06 14:10:50,12.06,7.03,151.1,184.6,3.42
2026-07-06 14:10:51,11.78,6.91,150.2,179.6,3.53
2026-07-06 14:10:52,11.95,6.88,151.9,181.8,3.54
2026-07-06 14:10:53,11.82,6.98,150.9,179.3,3.38
2026-07-06 14:10:54,11.97,7.03,150.9,181.4,3.41
2026-07-06 14:10:55,11.99,7.13,151.1,179.7,3.36
2026-07-06 14:10:56,11.88,6.82,148.6,183.0,3.51
2026-07-06 14:10:57,12.07,6.89,152.5,187.5,3.55
2026-07-06 14:10:58,11.78,6.92,149.3,180.5,3.51
2026-07-06 14:10:59,12.26,7.06,148.3,184.7,3.52
2026-07-06 14:11:00,12.17,7.11,150.4,181.9,3.51
2026-07-06 14:11:01,12.05,7.08,152.4,185.2,3.53
2026-07-06 14:11:02,11.95,6.95,149.9,181.6,3.47
2026-07-06 14:11:03,11.96,7.11,150.0,178.0,3.52
2026-07-06 14:11:04,11.82,6.99,150.9,179.3,3.48
2026-07-06 14:11:05,11.9,7.03,150.5,181.2,3.58
2026-07-06 14:11:06,11.95,7.01,148.1,181.1,3.51
2026-07-06 14:11:07,11.68,6.97,148.7,176.2,3.5
2026-07-06 14:11:08,11.95,7.21,150.6,178.5,3.42
2026-07-06 14:11:09,11.99,7.01,151.8,183.4,3.48
2026-07-06 14:11:10,12.11,7.06,149.9,182.4,3.44
2026-07-06 14:11:11,11.76,6.95,151.5,178.3,3.54
2026-07-06 14:11:12,12.14,6.99,149.2,186.2,3.44
2026-07-06 14:11:13,11.91,7.0,150.2,180.1,3.54
2026-07-06 14:11:14,12.38,7.07,147.1,188.2,3.49
2026-07-06 14:11:15,11.89,6.9,150.2,181.8,3.52
2026-07-06 14:11:16,11.77,6.97,150.0,178.7,3.55
2026-07-06 14:11:17,12.15,6.96,148.7,184.0,3.52
2026-07-06 14:11:18,11.98,6.92,147.7,182.5,3.5
2026-07-06 14:11:19,12.24,6.85,148.0,183.4,3.43
2026-07-06 14:11:20,12.09,7.13,150.4,182.4,3.49
2026-07-06 14:11:21,11.84,6.86,149.1,181.3,3.43
2026-07-06 14:11:22,12.05,7.17,148.2,176.9,3.51
2026-07-06 14:11:23,12.06,6.87,149.7,184.2,3.51
2026-07-06 14:11:24,12.12,7.17,152.1,181.6,3.54
2026-07-06 14:11:25,11.79,7.05,151.5,176.7,3.51
2026-07-06 14:11:26,11.97,6.96,149.0,180.6,3.52
2026-07-06 14:11:27,12.04,6.88,150.1,185.7,3.45
2026-07-06 14:11:28,11.85,7.1,150.1,179.6,3.44
2026-07-06 14:11:29,12.26,7.07,149.6,185.9,3.54
2026-07-06 14:11:30,11.73,7.09,146.8,173.5,3.43
2026-07-06 14:11:31,11.71,6.83,149.5,180.3,3.58
2026-07-06 14:11:32,11.77,7.03,148.3,178.3,3.53
2026-07-06 14:11:33,11.68,6.94,148.2,176.6,3.44
2026-07-06 14:11:34,12.27,7.0,149.5,187.5,3.51
2026-07-06 14:11:35,11.87,7.12,149.5,179.5,3.48
2026-07-06 14:11:36,11.86,7.01,149.6,180.9,3.54
2026-07-06 14:11:37,11.95,7.17,150.0,179.1,3.5
2026-07-06 14:11:38,11.86,7.06,151.8,179.9,3.54
2026-07-06 14:11:39,11.68,7.17,147.9,173.9,3.49
2026-07-06 14:11:40,11.96,7.13,150.7,179.1,3.63
2026-07-06 14:11:41,11.52,6.96,150.8,175.9,3.51
2026-07-06 14:11:42,12.09,7.15,149.1,183.3,3.58
2026-07-06 14:11:43,12.1,6.99,147.9,182.9,3.48
2026-07-06 14:11:44,12.02,7.02,150.6,181.7,3.43
2026-07-06 14:11:45,12.02,6.85,149.4,185.0,3.52
2026-07-06 14:11:46,12.16,6.91,149.8,186.8,3.5
2026-07-06 14:11:47,12.25,6.92,151.5,187.7,3.58
2026-07-06 14:11:48,12.04,6.89,148.8,181.5,3.58
2026-07-06 14:11:49,11.81,7.07,148.7,176.4,3.52
2026-07-06 14:11:50,12.09,6.9,150.9,187.7,3.52
2026-07-06 14:11:51,11.88,7.05,152.6,183.7,3.5
2026-07-06 14:11:52,11.8,6.89,148.9,179.1,3.49
2026-07-06 14:11:53,11.8,6.92,150.4,181.8,3.47
2026-07-06 14:11:54,12.07,6.98,151.3,185.5,3.52
2026-07-06 14:11:55,11.89,6.96,150.4,182.8,3.52
2026-07-06 14:11:56,12.01,6.99,148.3,180.2,3.53
2026-07-06 14:11:57,12.06,6.82,149.3,186.9,3.5
2026-07-06 14:11:58,12.24,7.29,148.9,179.2,3.48
2026-07-06 14:11:59,12.22,7.08,150.0,184.3,3.62
2026-07-06 14:12:00,12.29,7.13,150.3,188.4,3.51
2026-07-06 14:12:01,12.12,7.15,150.9,182.8,3.57
2026-07-06 14:12:02,11.73,6.95,149.0,177.3,3.51
2026-07-06 14:12:03,12.06,7.16,149.4,180.0,3.59
2026-07-06 14:12:04,11.71,6.94,150.0,178.7,3.48
2026-07-06 14:12:05,11.87,7.12,148.8,177.2,3.56
2026-07-06 14:12:06,12.0,6.93,152.6,183.8,3.48
2026-07-06 14:12:07,11.87,7.01,148.2,183.6,3.49
2026-07-06 14:12:08,12.21,6.92,150.6,187.1,3.46
2026-07-06 14:12:09,11.8,7.06,148.9,178.2,3.5
2026-07-06 14:12:10,11.94,7.05,149.6,181.9,3.5
2026-07-06 14:12:11,12.13,7.15,148.7,183.9,3.51
2026-07-06 14:12:12,12.1,7.06,150.1,185.6,3.55
2026-07-06 14:12:13,12.12,6.86,150.7,184.5,3.52
2026-07-06 14:12:14,12.1,7.04,150.2,180.7,3.46
2026-07-06 14:12:15,11.92,6.97,151.4,181.9,3.51
2026-07-06 14:12:16,12.0,6.8,149.5,182.7,3.52
2026-07-06 14:12:17,12.08,6.96,150.3,187.4,3.46
2026-07-06 14:12:18,12.18,7.0,149.2,183.0,3.43
2026-07-06 14:12:19,12.09,6.89,149.4,183.6,3.44
2026-07-06 14:12:20,12.15,7.09,148.6,180.4,3.47
2026-07-06 14:12:21,12.03,7.12,150.1,182.6,3.53
2026-07-06 14:12:22,11.82,6.98,150.4,182.3,3.47
2026-07-06 14:12:23,12.0,6.95,149.5,180.8,3.52
2026-07-06 14:12:24,11.74,7.01,148.3,175.0,3.52
2026-07-06 14:12:25,12.15,6.9,150.8,189.2,3.56
2026-07-06 14:12:26,12.06,6.91,149.9,185.2,3.48
2026-07-06 14:12:27,11.66,7.07,149.6,180.5,3.5
2026-07-06 14:12:28,11.76,7.12,149.9,176.5,3.46
2026-07-06 14:12:29,11.78,7.15,153.2,177.0,3.46
2026-07-06 14:12:30,11.98,7.03,150.5,181.1,3.48
2026-07-06 14:12:31,12.01,7.09,149.3,181.7,3.48
2026-07-06 14:12:32,11.75,7.06,150.1,176.0,3.6
2026-07-06 14:12:33,11.75,7.2,151.0,178.7,3.52
2026-07-06 14:12:34,11.82,7.08,151.4,176.8,3.44
2026-07-06 14:12:35,12.0,6.9,151.2,185.8,3.51
2026-07-06 14:12:36,11.97,6.94,150.2,181.1,3.48
2026-07-06 14:12:37,12.14,7.09,150.2,183.3,3.46
2026-07-06 14:12:38,11.87,7.07,149.7,179.0,3.5
2026-07-06 14:12:39,12.03,6.9,151.7,184.1,3.52
2026-07-06 14:12:40,12.07,7.06,148.1,182.1,3.5
2026-07-06 14:12:41,11.92,7.04,147.1,177.7,3.54
2026-07-06 14:12:42,11.88,6.84,151.2,183.1,3.46
2026-07-06 14:12:43,11.84,6.88,149.4,181.7,3.46
2026-07-06 14:12:44,11.88,7.04,148.3,181.2,3.6
2026-07-06 14:12:45,12.12,7.0,149.1,183.1,3.4
2026-07-06 14:12:46,12.16,7.17,149.9,181.5,3.54
2026-07-06 14:12:47,12.02,7.03,150.8,184.6,3.61
2026-07-06 14:12:48,11.93,6.99,148.5,179.1,3.46
2026-07-06 14:12:49,12.03,7.21,146.7,178.7,3.51
2026-07-06 14:12:50,12.01,7.01,149.5,183.0,3.5
2026-07-06 14:12:51,11.81,7.01,151.5,179.3,3.55
2026-07-06 14:12:52,12.41,6.89,149.4,191.4,3.45
2026-07-06 14:12:53,12.03,6.93,148.3,184.1,3.47
2026-07-06 14:12:54,12.04,6.99,150.0,184.8,3.52
2026-07-06 14:12:55,12.02,6.96,150.0,182.1,3.5
2026-07-06 14:12:56,11.98,6.92,151.3,184.0,3.53
2026-07-06 14:12:57,11.8,7.07,149.7,175.3,3.45
2026-07-06 14:12:58,12.28,6.97,151.0,188.2,3.49
2026-07-06 14:12:59,11.81,7.04,149.0,176.6,3.5
2026-07-06 14:13:00,12.14,6.9,148.3,182.9,3.5
2026-07-06 14:13:01,11.82,6.89,149.0,181.1,3.49
2026-07-06 14:13:02,11.93,6.96,150.6,183.6,3.48
2026-07-06 14:13:03,11.87,6.87,149.0,179.7,3.44
2026-07-06 14:13:04,11.94,6.84,152.9,185.6,3.56
2026-07-06 14:13:05,11.84,6.99,147.9,178.2,3.61
2026-07-06 14:13:06,11.91,7.06,152.5,179.7,3.42
2026-07-06 14:13:07,11.73,7.1,148.6,176.7,3.47
2026-07-06 14:13:08,12.14,7.05,149.1,185.6,3.45
2026-07-06 14:13:09,11.91,7.25,148.6,174.9,3.45
2026-07-06 14:13:10,11.99,7.04,149.5,181.6,3.4
2026-07-06 14:13:11,12.03,7.09,150.0,182.4,3.48
2026-07-06 14:13:12,12.05,7.04,150.9,184.0,3.47
2026-07-06 14:13:13,12.31,6.97,149.1,185.0,3.53
2026-07-06 14:13:14,11.99,7.07,151.0,182.2,3.46
2026-07-06 14:13:15,11.83,6.86,151.0,182.3,3.44
2026-07-06 14:13:16,12.22,7.08,152.2,185.4,3.54
2026-07-06 14:13:17,11.72,6.77,150.1,182.1,3.41
2026-07-06 14:13:18,11.83,6.98,148.5,176.8,3.52
2026-07-06 14:13:19,12.11,6.87,150.0,186.9,3.45
2026-07-06 14:13:20,11.88,7.19,151.7,177.6,3.55
2026-07-06 14:13:21,12.02,6.94,150.8,183.7,3.54
2026-07-06 14:13:22,11.96,6.97,150.5,181.3,3.54
2026-07-06 14:13:23,11.84,7.0,149.8,180.4,3.48
2026-07-06 14:13:24,11.95,6.89,150.2,182.8,3.44
2026-07-06 14:13:25,12.08,6.95,149.3,183.1,3.53
2026-07-06 14:13:26,11.89,7.06,150.0,178.6,3.52
2026-07-06 14:13:27,12.31,7.13,151.1,187.7,3.47
2026-07-06 14:13:28,12.01,6.86,150.6,186.1,3.48
2026-07-06 14:13:29,12.32,7.04,149.0,186.1,3.46
2026-07-06 14:13:30,11.87,7.07,147.6,180.1,3.61
2026-07-06 14:13:31,12.26,6.85,148.8,186.8,3.52
2026-07-06 14:13:32,11.89,6.9,148.1,182.1,3.46
2026-07-06 14:13:33,12.07,7.05,147.0,180.1,3.5
2026-07-06 14:13:34,12.22,6.89,150.3,189.2,3.52
2026-07-06 14:13:35,11.91,6.95,150.2,183.5,3.48
2026-07-06 14:13:36,11.92,7.2,150.5,175.5,3.46
2026-07-06 14:13:37,12.02,7.17,151.5,180.5,3.5
2026-07-06 14:13:38,12.08,7.07,150.4,183.0,3.48
2026-07-06 14:13:39,11.77,7.07,151.1,177.3,3.5
2026-07-06 14:13:40,11.79,7.13,150.8,179.9,3.45
2026-07-06 14:13:41,12.05,7.06,150.7,182.6,3.52
2026-07-06 14:13:42,12.08,7.01,150.1,182.4,3.38
2026-07-06 14:13:43,12.34,7.05,148.6,186.5,3.5
2026-07-06 14:13:44,11.74,7.12,149.9,176.3,3.52
2026-07-06 14:13:45,12.33,7.04,152.7,188.2,3.47
2026-07-06 14:13:46,12.1,6.81,149.1,186.6,3.56
2026-07-06 14:13:47,12.03,7.0,153.3,185.9,3.43
2026-07-06 14:13:48,12.08,6.94,148.7,183.4,3.48
2026-07-06 14:13:49,12.29,6.8,149.2,191.6,3.5
2026-07-06 14:13:50,12.0,6.81,150.5,184.8,3.43
2026-07-06 14:13:51,12.1,7.09,147.3,183.6,3.46
2026-07-06 14:13:52,11.98,7.02,152.3,182.2,3.53
2026-07-06 14:13:53,12.04,7.12,148.0,180.5,3.49
2026-07-06 14:13:54,12.05,7.13,150.4,179.7,3.49
2026-07-06 14:13:55,11.99,6.9,149.5,184.6,3.56
2026-07-06 14:13:56,11.92,7.12,151.3,180.7,3.52
2026-07-06 14:13:57,12.13,6.89,151.5,189.4,3.53
2026-07-06 14:13:58,12.0,6.89,148.9,184.3,3.52
2026-07-06 14:13:59,11.93,6.97,149.8,183.0,3.64
2026-07-06 14:14:00,11.94,7.0,151.1,182.0,3.53
2026-07-06 14:14:01,11.98,6.99,151.2,183.8,3.6
